1000;0.00038900;0.00048500
2000;0.00065300;0.00062100
3000;0.00065500;0.00081200
4000;0.00122600;0.00156700
5000;0.00105000;0.00180600
6000;0.00188800;0.00181400
7000;0.00208500;0.00257900
8000;0.00245100;0.00258700
9000;0.00260300;0.00295200
10000;0.00204900;0.00361400
11000;0.00222800;0.00280100
12000;0.00352700;0.00435400
13000;0.00360000;0.00469600
14000;0.00310700;0.00504600
15000;0.00306400;0.00473000
16000;0.00326000;0.00490100
17000;0.00335300;0.00456300
18000;0.00434200;0.00644700
19000;0.00434900;0.00683300
20000;0.00433600;0.00719200
21000;0.00435200;0.00749100
22000;0.00439800;0.00796000
23000;0.00467400;0.00697400
24000;0.00478500;0.00677200
25000;0.00497600;0.00719200
26000;0.00514800;0.00704900
27000;0.00533500;0.00712500
28000;0.00551100;0.00918000
29000;0.00584600;0.00977600
30000;0.00590800;0.00997900
31000;0.00610400;0.01069300
32000;0.00629800;0.00818100
33000;0.00652800;0.00898400
34000;0.00677100;0.01136000
35000;0.00686900;0.01139500
36000;0.00747800;0.01220600
37000;0.00744900;0.01245200
38000;0.01059200;0.01319400
39000;0.00789800;0.01139100
40000;0.00787300;0.01128400
41000;0.00816400;0.01183800
42000;0.00867000;0.01246500
43000;0.00844900;0.01330400
44000;0.00869000;0.01395700
45000;0.00885900;0.01202600
46000;0.00917200;0.01308500
47000;0.00922900;0.01394000
48000;0.00951500;0.01521200
49000;0.00999700;0.01391900
50000;0.00992100;0.01546300
51000;0.01025600;0.01516600
52000;0.01021900;0.01598700
53000;0.01038200;0.01536200
54000;0.01061900;0.01435200
55000;0.01077300;0.01517300
56000;0.01101900;0.01672700
57000;0.01692500;0.01715600
58000;0.01143300;0.01705600
59000;0.01153800;0.01652200
60000;0.01188200;0.01764700
61000;0.01233400;0.01629400
62000;0.01223300;0.01820000
63000;0.01233200;0.01651500
64000;0.01251400;0.01835600
65000;0.01299100;0.01690600
66000;0.01296000;0.01875000
67000;0.01310200;0.01742600
68000;0.02249600;0.02428000
69000;0.01353300;0.01916300
70000;0.01379100;0.01723500
71000;0.01386000;0.01923700
72000;0.01406600;0.01832100
73000;0.01431600;0.02029600
74000;0.01461700;0.01866000
75000;0.01478000;0.02010100
76000;0.01500600;0.01899800
77000;0.01517500;0.02376900
78000;0.01547700;0.02000300
79000;0.01573300;0.02095000
80000;0.01584500;0.02157200
81000;0.01596500;0.02262400
82000;0.01601700;0.02053600
83000;0.01629100;0.02194000
84000;0.01657500;0.02331500
85000;0.01670900;0.02115600
86000;0.01699800;0.02160300
87000;0.01716300;0.02227400
88000;0.01731900;0.02267200
89000;0.01758300;0.02661600
90000;0.01795200;0.02402800
91000;0.01816800;0.02497000
92000;0.01853400;0.02572200
93000;0.01850300;0.02323800
94000;0.01849500;0.02388300
95000;0.01872700;0.02512400
96000;0.01888200;0.02562900
97000;0.01907300;0.02633600
98000;0.01933700;0.02399600
99000;0.01937200;0.02440100
100000;0.02008900;0.02599700
